Mon-Yr,county,price
Mar-2016,Kern,220000
Apr-2016,Kern,215600
May-2016,Kern,225000
Jun-2016,Kern,239700
Jul-2016,Kern,233500
Aug-2016,Kern,220000
Sep-2016,Kern,215000
Oct-2016,Kern,227000
Nov-2016,Kern,225000
Dec-2016,Kern,220000
Jan-2017,Kern,215000
Feb-2017,Kern,218000
Mar-2017,Kern,225000
Apr-2017,Kern,236750
May-2017,Kern,230000
Jun-2017,Kern,229450
Jul-2017,Kern,235000
Aug-2017,Kern,235100
Sep-2017,Kern,234700
Oct-2017,Kern,229500
Nov-2017,Kern,235000
Dec-2017,Kern,233000
Jan-2018,Kern,225500
Feb-2018,Kern,237000
Mar-2018,Kern,232500
Apr-2018,Kern,235000
May-2018,Kern,247750
Jun-2018,Kern,245000
Jul-2018,Kern,250000
Aug-2018,Kern,247000
Sep-2018,Kern,241000
Oct-2018,Kern,240000
Nov-2018,Kern,235250
Dec-2018,Kern,242380
Jan-2019,Kern,240000
Feb-2019,Kern,240000
Mar-2019,Kern,249950
Apr-2019,Kern,250000
May-2019,Kern,252000
Jun-2019,Kern,259450
Jul-2019,Kern,263000
Aug-2019,Kern,255500
Sep-2019,Kern,257600
Oct-2019,Kern,262000
Nov-2019,Kern,258000
Dec-2019,Kern,262900
Jan-2020,Kern,252000
Feb-2020,Kern,259000
Mar-2020,Kern,259480
Apr-2020,Kern,272000
May-2020,Kern,270000
Jun-2020,Kern,275000
Jul-2020,Kern,282980
Aug-2020,Kern,285840
Sep-2020,Kern,292000
Oct-2020,Kern,295000
Nov-2020,Kern,290000
Dec-2020,Kern,300000
Jan-2021,Kern,302000
Feb-2021,Kern,295000
Mar-2021,Kern,310000
Apr-2021,Kern,315000
May-2021,Kern,317000
Jun-2021,Kern,325000
Jul-2021,Kern,330000
Aug-2021,Kern,326000
Sep-2021,Kern,341500
Oct-2021,Kern,340000
Nov-2021,Kern,336940
Dec-2021,Kern,350000
Jan-2022,Kern,367000
Jan-2006,Kings,231521
Feb-2006,Kings,257692
Mar-2006,Kings,268055
Apr-2006,Kings,238749
May-2006,Kings,242045
Jun-2006,Kings,260714
Jul-2006,Kings,266666
Aug-2006,Kings,263235
Sep-2006,Kings,243268
Oct-2006,Kings,235937
Nov-2006,Kings,256944
Dec-2006,Kings,254167
Jan-2007,Kings,236363
Feb-2007,Kings,253571
Mar-2007,Kings,253125
Apr-2007,Kings,254167
May-2007,Kings,243749
Jun-2007,Kings,239705
Jul-2007,Kings,232812
Aug-2007,Kings,231666
Sep-2007,Kings,233928
Oct-2007,Kings,213889
Nov-2007,Kings,229411
Dec-2007,Kings,229999
Jan-2008,Kings,222916
Feb-2008,Kings,210000
Mar-2008,Kings,200000
Apr-2008,Kings,214062
May-2008,Kings,202083
Jun-2008,Kings,210526
Jul-2008,Kings,226086
Aug-2008,Kings,204687
Sep-2008,Kings,194545
Oct-2008,Kings,193333
Nov-2008,Kings,202500
Dec-2008,Kings,176666
Jan-2009,Kings,186250
Feb-2009,Kings,160000
Mar-2009,Kings,158332
Apr-2009,Kings,185000
May-2009,Kings,163333
Jun-2009,Kings,171666
Jul-2009,Kings,178888
Aug-2009,Kings,153999
Sep-2009,Kings,174999
Oct-2009,Kings,156249
Nov-2009,Kings,166000
Dec-2009,Kings,155833
Jan-2010,Kings,174999
Feb-2010,Kings,165000
Mar-2010,Kings,154285
Apr-2010,Kings,170000
May-2010,Kings,178570
Jun-2010,Kings,174999
Jul-2010,Kings,177999
Aug-2010,Kings,168570
Sep-2010,Kings,167860
Oct-2010,Kings,167780
Nov-2010,Kings,164000
Dec-2010,Kings,158000
Jan-2011,Kings,147140
Feb-2011,Kings,154000
Mar-2011,Kings,137270
Apr-2011,Kings,136150
May-2011,Kings,137690
Jun-2011,Kings,154000
Jul-2011,Kings,114280
Aug-2011,Kings,130000
Sep-2011,Kings,141670
Oct-2011,Kings,138180
Nov-2011,Kings,152860
Dec-2011,Kings,131670
Jan-2012,Kings,140000
Feb-2012,Kings,144000
Mar-2012,Kings,139090
Apr-2012,Kings,152940
May-2012,Kings,143330
Jun-2012,Kings,136870
Jul-2012,Kings,141000
Aug-2012,Kings,153330
Sep-2012,Kings,156670
Oct-2012,Kings,151430
Nov-2012,Kings,139230
Dec-2012,Kings,146000
Jan-2013,Kings,153330
Feb-2013,Kings,153750
Mar-2013,Kings,146000
Apr-2013,Kings,157140
May-2013,Kings,149000
Jun-2013,Kings,147780
Jul-2013,Kings,173330
Aug-2013,Kings,184000
Sep-2013,Kings,168460
Oct-2013,Kings,181000
Nov-2013,Kings,171670
Dec-2013,Kings,154280
Jan-2014,Kings,160000
Feb-2014,Kings,182500
Mar-2014,Kings,179230
Apr-2014,Kings,166250
May-2014,Kings,171670
Jun-2014,Kings,194440
Jul-2014,Kings,175450
Aug-2014,Kings,183330
Sep-2014,Kings,183330
Oct-2014,Kings,168670
Nov-2014,Kings,192500
Dec-2014,Kings,195550
Jan-2015,Kings,172500
Feb-2015,Kings,196000
Mar-2015,Kings,190000
Apr-2015,Kings,172860
May-2015,Kings,183330
Jun-2015,Kings,195380
Jul-2015,Kings,193790
Aug-2015,Kings,184000
Sep-2015,Kings,198000
Oct-2015,Kings,180000
Nov-2015,Kings,185000
Dec-2015,Kings,200000
Jan-2016,Kings,190000
Feb-2016,Kings,205000
Mar-2016,Kings,205000
Apr-2016,Kings,202000
May-2016,Kings,215000
Jun-2016,Kings,207000
Jul-2016,Kings,215000
Aug-2016,Kings,209220
Sep-2016,Kings,197000
Oct-2016,Kings,217000
Nov-2016,Kings,210000
Dec-2016,Kings,215000
Jan-2017,Kings,200000
Feb-2017,Kings,222500
Mar-2017,Kings,215000
Apr-2017,Kings,232000
May-2017,Kings,211000
Jun-2017,Kings,230000
Jul-2017,Kings,222000
Aug-2017,Kings,225000
Sep-2017,Kings,223000
Oct-2017,Kings,213500
Nov-2017,Kings,230000
Dec-2017,Kings,225000
Jan-2018,Kings,238000
Feb-2018,Kings,215000
Mar-2018,Kings,238000
Apr-2018,Kings,235000
May-2018,Kings,235000
Jun-2018,Kings,245000
Jul-2018,Kings,224980
Aug-2018,Kings,227750
Sep-2018,Kings,239950
Oct-2018,Kings,229000
Nov-2018,Kings,222000
Dec-2018,Kings,243000
Jan-2019,Kings,219900
Feb-2019,Kings,221000
Mar-2019,Kings,232000
Apr-2019,Kings,240000
May-2019,Kings,260000
Jun-2019,Kings,247150
Jul-2019,Kings,254750
Aug-2019,Kings,258450
Sep-2019,Kings,258000
Oct-2019,Kings,251000
Nov-2019,Kings,258000
Dec-2019,Kings,255000
Jan-2020,Kings,247450
Feb-2020,Kings,255000
Mar-2020,Kings,250000
Apr-2020,Kings,260900
May-2020,Kings,249950
Jun-2020,Kings,265000
Jul-2020,Kings,275000
Aug-2020,Kings,265500
Sep-2020,Kings,264000
Oct-2020,Kings,290500
Nov-2020,Kings,265000
Dec-2020,Kings,281750
Jan-2021,Kings,278750
Feb-2021,Kings,280000
Mar-2021,Kings,292500
Apr-2021,Kings,305000
May-2021,Kings,315000
Jun-2021,Kings,295000
Jul-2021,Kings,320000
Aug-2021,Kings,310000
Sep-2021,Kings,320000
Oct-2021,Kings,325000
Nov-2021,Kings,333500
Dec-2021,Kings,330000
Jan-2022,Kings,322500
Jan-1994,Lake,90000
Feb-1994,Lake,103750
Mar-1994,Lake,96999
Apr-1994,Lake,88499
May-1994,Lake,97856
Jun-1994,Lake,107500
Jul-1994,Lake,98333
Aug-1994,Lake,110000
Sep-1994,Lake,92500
Oct-1994,Lake,82500
Nov-1994,Lake,106666
Dec-1994,Lake,100000
Jan-1995,Lake,76666
Feb-1995,Lake,82000
Mar-1995,Lake,111999
Apr-1995,Lake,95000
May-1995,Lake,98333
Jun-1995,Lake,107777
Jul-1995,Lake,90000
Aug-1995,Lake,101429
Sep-1995,Lake,103333
Oct-1995,Lake,108333
Nov-1995,Lake,100000
Dec-1995,Lake,104000
Jan-1996,Lake,95000
Feb-1996,Lake,83000
Mar-1996,Lake,110000
Apr-1996,Lake,90000
May-1996,Lake,102857
Jun-1996,Lake,102857
Jul-1996,Lake,87499
Aug-1996,Lake,94166
Sep-1996,Lake,87499
Oct-1996,Lake,83750
Nov-1996,Lake,114999
Dec-1996,Lake,95000
Jan-1997,Lake,92000
Feb-1997,Lake,95000
Mar-1997,Lake,93333
Apr-1997,Lake,117999
May-1997,Lake,123333
Jun-1997,Lake,89166
Jul-1997,Lake,94166
Aug-1997,Lake,89374
Sep-1997,Lake,103000
Oct-1997,Lake,80833
Nov-1997,Lake,85714
Dec-1997,Lake,95000
Jan-1998,Lake,77499
Feb-1998,Lake,87499
Mar-1998,Lake,93571
Apr-1998,Lake,112499
May-1998,Lake,85999
Jun-1998,Lake,89285
Jul-1998,Lake,97499
Aug-1998,Lake,92500
Sep-1998,Lake,105555
Oct-1998,Lake,97499
Nov-1998,Lake,109000
Dec-1998,Lake,98333
Jan-1999,Lake,98999
Feb-1999,Lake,95000
Mar-1999,Lake,107777
Apr-1999,Lake,108333
May-1999,Lake,96153
Jun-1999,Lake,107777
Jul-1999,Lake,110999
Aug-1999,Lake,117058
Sep-1999,Lake,112499
Oct-1999,Lake,110666
Nov-1999,Lake,113333
Dec-1999,Lake,112307
Jan-2000,Lake,95000
Feb-2000,Lake,136666
Mar-2000,Lake,117691
Apr-2000,Lake,118888
May-2000,Lake,117691
Jun-2000,Lake,121053
Jul-2000,Lake,125000
Aug-2000,Lake,128181
Sep-2000,Lake,140000
Oct-2000,Lake,123571
Nov-2000,Lake,131052
Dec-2000,Lake,134999
Jan-2001,Lake,114444
Feb-2001,Lake,137142
Mar-2001,Lake,132499
Apr-2001,Lake,140000
May-2001,Lake,147692
Jun-2001,Lake,138666
Jul-2001,Lake,135833
Aug-2001,Lake,151666
Sep-2001,Lake,134999
Oct-2001,Lake,138888
Nov-2001,Lake,147777
Dec-2001,Lake,132999
Jan-2002,Lake,146000
Feb-2002,Lake,148750
Mar-2002,Lake,144286
Apr-2002,Lake,160000
May-2002,Lake,157777
Jun-2002,Lake,193999
Jul-2002,Lake,166154
Aug-2002,Lake,163077
Sep-2002,Lake,193749
Oct-2002,Lake,170624
Nov-2002,Lake,182000
Dec-2002,Lake,186154
Jan-2003,Lake,172857
Feb-2003,Lake,157999
Mar-2003,Lake,184444
Apr-2003,Lake,207692
May-2003,Lake,202273
Jun-2003,Lake,190909
Jul-2003,Lake,215000
Aug-2003,Lake,227173
Sep-2003,Lake,234782
Oct-2003,Lake,226851
Nov-2003,Lake,226470
Dec-2003,Lake,218750
Jan-2004,Lake,222222
Feb-2004,Lake,220454
Mar-2004,Lake,223000
Apr-2004,Lake,262500
May-2004,Lake,263889
Jun-2004,Lake,269827
Jul-2004,Lake,254630
Aug-2004,Lake,270833
Sep-2004,Lake,297916
Oct-2004,Lake,260869
Nov-2004,Lake,280882
Dec-2004,Lake,301724
Jan-2005,Lake,238888
Feb-2005,Lake,260000
Mar-2005,Lake,268750
Apr-2005,Lake,288636
May-2005,Lake,297825
Jun-2005,Lake,314706
Jul-2005,Lake,320652
Aug-2005,Lake,325000
Sep-2005,Lake,331666
Oct-2005,Lake,293749
Nov-2005,Lake,330434
Dec-2005,Lake,342857
Jan-2006,Lake,322222
Feb-2006,Lake,314286
Mar-2006,Lake,283823
Apr-2006,Lake,344736
May-2006,Lake,297726
Jun-2006,Lake,348333
Jul-2006,Lake,334615
Aug-2006,Lake,320000
Sep-2006,Lake,289999
Oct-2006,Lake,281578
Nov-2006,Lake,315625
Dec-2006,Lake,289583
Jan-2007,Lake,275000
Feb-2007,Lake,303846
Mar-2007,Lake,337500
Apr-2007,Lake,295832
May-2007,Lake,325000
Jun-2007,Lake,271153
Jul-2007,Lake,286538
Aug-2007,Lake,243749
Sep-2007,Lake,280555
Oct-2007,Lake,234999
Nov-2007,Lake,232499
Dec-2007,Lake,247221
Jan-2008,Lake,217857
Feb-2008,Lake,215000
Mar-2008,Lake,222727
Apr-2008,Lake,212500
May-2008,Lake,241666
Jun-2008,Lake,234090
Jul-2008,Lake,215625
Aug-2008,Lake,218750
Sep-2008,Lake,190000
Oct-2008,Lake,196363
Nov-2008,Lake,186666
Dec-2008,Lake,164000
Jan-2009,Lake,171666
Feb-2009,Lake,160000
Mar-2009,Lake,164286
Apr-2009,Lake,150000
May-2009,Lake,153333
Jun-2009,Lake,148571
Jul-2009,Lake,160000
Aug-2009,Lake,145833
Sep-2009,Lake,161429
Oct-2009,Lake,150000
Nov-2009,Lake,156666
Dec-2009,Lake,162857
Jan-2010,Lake,137140
Feb-2010,Lake,128181
Mar-2010,Lake,155000
Apr-2010,Lake,126000
May-2010,Lake,135000
Jun-2010,Lake,146430
Jul-2010,Lake,140770
Aug-2010,Lake,132860
Sep-2010,Lake,127500
Oct-2010,Lake,125000
Nov-2010,Lake,113640
Dec-2010,Lake,113750
Jan-2011,Lake,107500
Feb-2011,Lake,123330
Mar-2011,Lake,94170
Apr-2011,Lake,98330
May-2011,Lake,105560
Jun-2011,Lake,85620
Jul-2011,Lake,118890
Aug-2011,Lake,123640
Sep-2011,Lake,120000
Oct-2011,Lake,96500
Nov-2011,Lake,128750
Dec-2011,Lake,114170
Jan-2012,Lake,118570
Feb-2012,Lake,103640
Mar-2012,Lake,110000
Apr-2012,Lake,113330
May-2012,Lake,128000
Jun-2012,Lake,116870
Jul-2012,Lake,135450
Aug-2012,Lake,125560
Sep-2012,Lake,146670
Oct-2012,Lake,111430
Nov-2012,Lake,142500
Dec-2012,Lake,127500
Jan-2013,Lake,134440
Feb-2013,Lake,125000
Mar-2013,Lake,145000
Apr-2013,Lake,156670
May-2013,Lake,141250
Jun-2013,Lake,155000
Jul-2013,Lake,141430
Aug-2013,Lake,153330
Sep-2013,Lake,150000
Oct-2013,Lake,196250
Nov-2013,Lake,143330
Dec-2013,Lake,165000
Jan-2014,Lake,160000
Feb-2014,Lake,170000
Mar-2014,Lake,158460
Apr-2014,Lake,158000
May-2014,Lake,170000
Jun-2014,Lake,184440
Jul-2014,Lake,174540
Aug-2014,Lake,178330
Sep-2014,Lake,180000
Oct-2014,Lake,190000
Nov-2014,Lake,186670
Dec-2014,Lake,162860
Jan-2015,Lake,163330
Feb-2015,Lake,184290
Mar-2015,Lake,225000
Apr-2015,Lake,200000
May-2015,Lake,217190
Jun-2015,Lake,211670
Jul-2015,Lake,212000
Aug-2015,Lake,215000
Sep-2015,Lake,225000
Oct-2015,Lake,210000
Nov-2015,Lake,256000
Dec-2015,Lake,218000
Jan-2016,Lake,235000
Feb-2016,Lake,190000
Mar-2016,Lake,242450
Apr-2016,Lake,240500
May-2016,Lake,238000
Jun-2016,Lake,259000
Jul-2016,Lake,245250
Aug-2016,Lake,234500
Sep-2016,Lake,220000
Oct-2016,Lake,262500
Nov-2016,Lake,259000
Dec-2016,Lake,210000
Jan-2017,Lake,215000
Feb-2017,Lake,230000
Mar-2017,Lake,215000
Apr-2017,Lake,248468
May-2017,Lake,240000
Jun-2017,Lake,259500
Jul-2017,Lake,265000
Aug-2017,Lake,241500
Sep-2017,Lake,234250
Oct-2017,Lake,257500
Nov-2017,Lake,262000
Dec-2017,Lake,269500
Jan-2018,Lake,279000
Feb-2018,Lake,234500
Mar-2018,Lake,280000
Apr-2018,Lake,285000
May-2018,Lake,263400
Jun-2018,Lake,298800
Jul-2018,Lake,249950
Aug-2018,Lake,265000
Sep-2018,Lake,288000
Oct-2018,Lake,265250
Nov-2018,Lake,255000
Dec-2018,Lake,269000
Jan-2019,Lake,265000
Feb-2019,Lake,260000
Mar-2019,Lake,243500
Apr-2019,Lake,262400
May-2019,Lake,267000
Jun-2019,Lake,270000
Jul-2019,Lake,249000
Aug-2019,Lake,260000
Sep-2019,Lake,270000
Oct-2019,Lake,275000
Nov-2019,Lake,297500
Dec-2019,Lake,271500
Jan-2020,Lake,253000
Feb-2020,Lake,235000
Mar-2020,Lake,275500
Apr-2020,Lake,272000
May-2020,Lake,300000
Jun-2020,Lake,322500
Jul-2020,Lake,307000
Aug-2020,Lake,309500
Sep-2020,Lake,307500
Oct-2020,Lake,325000
Nov-2020,Lake,317000
Dec-2020,Lake,306950
Jan-2021,Lake,300000
Feb-2021,Lake,326500
Mar-2021,Lake,333000
Apr-2021,Lake,324950
May-2021,Lake,360000
Jun-2021,Lake,335000
Jul-2021,Lake,351000
Aug-2021,Lake,335000
Sep-2021,Lake,372120
Oct-2021,Lake,345000
Nov-2021,Lake,335000
Dec-2021,Lake,341250
Jan-2022,Lake,349900
Jan-2016,Lassen,105000
Feb-2016,Lassen,135000
Mar-2016,Lassen,112000
Apr-2016,Lassen,152950
May-2016,Lassen,134450
Jun-2016,Lassen,166000
Jul-2016,Lassen,165000
Aug-2016,Lassen,185000
Sep-2016,Lassen,161090
Oct-2016,Lassen,142500
Nov-2016,Lassen,144500
Dec-2016,Lassen,159000
Jan-2017,Lassen,175000
Feb-2017,Lassen,171000
Mar-2017,Lassen,182000
Apr-2017,Lassen,175500
May-2017,Lassen,192500
Jun-2017,Lassen,195000
Jul-2017,Lassen,171000
Aug-2017,Lassen,215000
Sep-2017,Lassen,145500
Oct-2017,Lassen,160000
Nov-2017,Lassen,189000
Dec-2017,Lassen,175000
Jan-2018,Lassen,217750
Feb-2018,Lassen,280000
Mar-2018,Lassen,135000
Apr-2018,Lassen,155500
May-2018,Lassen,215000
Jun-2018,Lassen,212000
Jul-2018,Lassen,185000
Aug-2018,Lassen,192500
Sep-2018,Lassen,159450
Oct-2018,Lassen,148000
Nov-2018,Lassen,184000
Dec-2018,Lassen,208000
Jan-2019,Lassen,228500
Feb-2019,Lassen,185000
Mar-2019,Lassen,220000
Apr-2019,Lassen,200950
May-2019,Lassen,205000
Jun-2019,Lassen,215000
Jul-2019,Lassen,225000
Aug-2019,Lassen,200000
Sep-2019,Lassen,180000
Oct-2019,Lassen,162000
Nov-2019,Lassen,222500
Dec-2019,Lassen,247500
Jan-2020,Lassen,239000
Feb-2020,Lassen,199000
Mar-2020,Lassen,230000
Apr-2020,Lassen,167000
May-2020,Lassen,195000
Jun-2020,Lassen,225000
Jul-2020,Lassen,205000
Aug-2020,Lassen,249000
Sep-2020,Lassen,272500
Oct-2020,Lassen,194500
Nov-2020,Lassen,231250
Dec-2020,Lassen,215000
Jan-2021,Lassen,249500
Feb-2021,Lassen,208250
Mar-2021,Lassen,252000
Apr-2021,Lassen,253000
May-2021,Lassen,247450
Jun-2021,Lassen,244950
Jul-2021,Lassen,215000
Aug-2021,Lassen,204500
Sep-2021,Lassen,205000
Oct-2021,Lassen,232500
Nov-2021,Lassen,264750
Dec-2021,Lassen,292000
Jan-2022,Lassen,259000
Jan-1990,Los Angeles,215338
Feb-1990,Los Angeles,208399
Mar-1990,Los Angeles,208135
Apr-1990,Los Angeles,219004
May-1990,Los Angeles,209065
Jun-1990,Los Angeles,210606
Jul-1990,Los Angeles,225251
Aug-1990,Los Angeles,213478
Sep-1990,Los Angeles,211552
Oct-1990,Los Angeles,207801
Nov-1990,Los Angeles,202717
Dec-1990,Los Angeles,212855
Jan-1991,Los Angeles,197706
Feb-1991,Los Angeles,199157
Mar-1991,Los Angeles,207940
Apr-1991,Los Angeles,213442
May-1991,Los Angeles,218892
Jun-1991,Los Angeles,224055
Jul-1991,Los Angeles,230028
Aug-1991,Los Angeles,220858
Sep-1991,Los Angeles,231449
Oct-1991,Los Angeles,209256
Nov-1991,Los Angeles,202237
Dec-1991,Los Angeles,222829
Jan-1992,Los Angeles,213951
Feb-1992,Los Angeles,207018
Mar-1992,Los Angeles,218844
Apr-1992,Los Angeles,211762
May-1992,Los Angeles,204440
Jun-1992,Los Angeles,211278
Jul-1992,Los Angeles,221820
Aug-1992,Los Angeles,212099
Sep-1992,Los Angeles,212738
Oct-1992,Los Angeles,201149
Nov-1992,Los Angeles,207083
Dec-1992,Los Angeles,214005
Jan-1993,Los Angeles,207810
Feb-1993,Los Angeles,195681
Mar-1993,Los Angeles,198013
Apr-1993,Los Angeles,197547
May-1993,Los Angeles,188159
Jun-1993,Los Angeles,198428
Jul-1993,Los Angeles,209132
Aug-1993,Los Angeles,205319
Sep-1993,Los Angeles,204656
Oct-1993,Los Angeles,196762
Nov-1993,Los Angeles,192945
Dec-1993,Los Angeles,201134
Jan-1994,Los Angeles,194086
Feb-1994,Los Angeles,184741
Mar-1994,Los Angeles,184207
Apr-1994,Los Angeles,185304
May-1994,Los Angeles,175208
Jun-1994,Los Angeles,189800
Jul-1994,Los Angeles,197166
Aug-1994,Los Angeles,193129
Sep-1994,Los Angeles,199793
Oct-1994,Los Angeles,189198
Nov-1994,Los Angeles,188980
Dec-1994,Los Angeles,195359
Jan-1995,Los Angeles,186714
Feb-1995,Los Angeles,169600
Mar-1995,Los Angeles,163147
Apr-1995,Los Angeles,165889
May-1995,Los Angeles,156469
Jun-1995,Los Angeles,172655
Jul-1995,Los Angeles,180077
Aug-1995,Los Angeles,178717
Sep-1995,Los Angeles,186901
Oct-1995,Los Angeles,162525
Nov-1995,Los Angeles,159524
Dec-1995,Los Angeles,178186
Jan-1996,Los Angeles,175746
Feb-1996,Los Angeles,163158
Mar-1996,Los Angeles,161760
Apr-1996,Los Angeles,162025
May-1996,Los Angeles,154313
Jun-1996,Los Angeles,172152
Jul-1996,Los Angeles,174329
Aug-1996,Los Angeles,174590
Sep-1996,Los Angeles,191264
Oct-1996,Los Angeles,167848
Nov-1996,Los Angeles,161823
Dec-1996,Los Angeles,167550
Jan-1997,Los Angeles,170223
Feb-1997,Los Angeles,158193
Mar-1997,Los Angeles,157992
Apr-1997,Los Angeles,159912
May-1997,Los Angeles,156131
Jun-1997,Los Angeles,173522
Jul-1997,Los Angeles,176878
Aug-1997,Los Angeles,181888
Sep-1997,Los Angeles,192235
Oct-1997,Los Angeles,178860
Nov-1997,Los Angeles,167707
Dec-1997,Los Angeles,180722
Jan-1998,Los Angeles,176261
Feb-1998,Los Angeles,169043
Mar-1998,Los Angeles,167343
Apr-1998,Los Angeles,171035
May-1998,Los Angeles,167067
Jun-1998,Los Angeles,194120
Jul-1998,Los Angeles,200749
Aug-1998,Los Angeles,200735
Sep-1998,Los Angeles,210536
Oct-1998,Los Angeles,187040
Nov-1998,Los Angeles,181937
Dec-1998,Los Angeles,192491
Jan-1999,Los Angeles,185547
Feb-1999,Los Angeles,184903
Mar-1999,Los Angeles,181409
Apr-1999,Los Angeles,189528
May-1999,Los Angeles,184558
Jun-1999,Los Angeles,204441
Jul-1999,Los Angeles,206165
Aug-1999,Los Angeles,205611
Sep-1999,Los Angeles,220873
Oct-1999,Los Angeles,191884
Nov-1999,Los Angeles,188348
Dec-1999,Los Angeles,197781
Jan-2000,Los Angeles,200055
Feb-2000,Los Angeles,194814
Mar-2000,Los Angeles,190354
Apr-2000,Los Angeles,197372
May-2000,Los Angeles,184576
Jun-2000,Los Angeles,218166
Jul-2000,Los Angeles,224681
Aug-2000,Los Angeles,233351
Sep-2000,Los Angeles,245860
Oct-2000,Los Angeles,216145
Nov-2000,Los Angeles,213119
Dec-2000,Los Angeles,221340
Jan-2001,Los Angeles,213796
Feb-2001,Los Angeles,213684
Mar-2001,Los Angeles,216504
Apr-2001,Los Angeles,213628
May-2001,Los Angeles,212274
Jun-2001,Los Angeles,244664
Jul-2001,Los Angeles,252020
Aug-2001,Los Angeles,254947
Sep-2001,Los Angeles,276206
Oct-2001,Los Angeles,244995
Nov-2001,Los Angeles,239008
Dec-2001,Los Angeles,255191
Jan-2002,Los Angeles,258972
Feb-2002,Los Angeles,251811
Mar-2002,Los Angeles,253609
Apr-2002,Los Angeles,260195
May-2002,Los Angeles,251712
Jun-2002,Los Angeles,286326
Jul-2002,Los Angeles,291245
Aug-2002,Los Angeles,304918
Sep-2002,Los Angeles,325418
Oct-2002,Los Angeles,294631
Nov-2002,Los Angeles,288319
Dec-2002,Los Angeles,307489
Jan-2003,Los Angeles,302861
Feb-2003,Los Angeles,291928
Mar-2003,Los Angeles,290523
Apr-2003,Los Angeles,305047
May-2003,Los Angeles,300669
Jun-2003,Los Angeles,340955
Jul-2003,Los Angeles,364344
Aug-2003,Los Angeles,377989
Sep-2003,Los Angeles,406301
Oct-2003,Los Angeles,359477
Nov-2003,Los Angeles,352761
Dec-2003,Los Angeles,378200
Jan-2004,Los Angeles,381935
Feb-2004,Los Angeles,371042
Mar-2004,Los Angeles,371789
Apr-2004,Los Angeles,391502
May-2004,Los Angeles,391691
Jun-2004,Los Angeles,446725
Jul-2004,Los Angeles,460110
Aug-2004,Los Angeles,457166
Sep-2004,Los Angeles,495561
Oct-2004,Los Angeles,445781
Nov-2004,Los Angeles,436452
Dec-2004,Los Angeles,459461
Jan-2005,Los Angeles,469028
Feb-2005,Los Angeles,450086
Mar-2005,Los Angeles,443496
Apr-2005,Los Angeles,451503
May-2005,Los Angeles,447789
Jun-2005,Los Angeles,515669
Jul-2005,Los Angeles,541717
Aug-2005,Los Angeles,561791
Sep-2005,Los Angeles,608623
Oct-2005,Los Angeles,532586
Nov-2005,Los Angeles,524509
Dec-2005,Los Angeles,534443
Jan-2006,Los Angeles,556046
Feb-2006,Los Angeles,537774
Mar-2006,Los Angeles,521676
Apr-2006,Los Angeles,526407
May-2006,Los Angeles,503127
Jun-2006,Los Angeles,558069
Jul-2006,Los Angeles,576557
Aug-2006,Los Angeles,582953
Sep-2006,Los Angeles,625043
Oct-2006,Los Angeles,562802
Nov-2006,Los Angeles,556528
Dec-2006,Los Angeles,585447
Jan-2007,Los Angeles,555713
Feb-2007,Los Angeles,534759
Mar-2007,Los Angeles,552287
Apr-2007,Los Angeles,563330
May-2007,Los Angeles,544858
Jun-2007,Los Angeles,591741
Jul-2007,Los Angeles,610196
Aug-2007,Los Angeles,618652
Sep-2007,Los Angeles,625812
Oct-2007,Los Angeles,518300
Nov-2007,Los Angeles,483778
Dec-2007,Los Angeles,505577
Jan-2008,Los Angeles,464335
Feb-2008,Los Angeles,442892
Mar-2008,Los Angeles,396024
Apr-2008,Los Angeles,397050
May-2008,Los Angeles,368059
Jun-2008,Los Angeles,386403
Jul-2008,Los Angeles,386128
Aug-2008,Los Angeles,381736
Sep-2008,Los Angeles,385269
Oct-2008,Los Angeles,336764
Nov-2008,Los Angeles,314305
Dec-2008,Los Angeles,318075
Jan-2009,Los Angeles,285798
Feb-2009,Los Angeles,267830
Mar-2009,Los Angeles,255665
Apr-2009,Los Angeles,252776
May-2009,Los Angeles,248851
Jun-2009,Los Angeles,286657
Jul-2009,Los Angeles,298719
Aug-2009,Los Angeles,310957
Sep-2009,Los Angeles,345597
Oct-2009,Los Angeles,308280
Nov-2009,Los Angeles,315397
Dec-2009,Los Angeles,332267
Jan-2010,Los Angeles,316698
Feb-2010,Los Angeles,283299
Mar-2010,Los Angeles,290000
Apr-2010,Los Angeles,289710
May-2010,Los Angeles,297410
Jun-2010,Los Angeles,310871
Jul-2010,Los Angeles,331420
Aug-2010,Los Angeles,336420
Sep-2010,Los Angeles,355900
Oct-2010,Los Angeles,333970
Nov-2010,Los Angeles,302450
Dec-2010,Los Angeles,328140
Jan-2011,Los Angeles,305570
Feb-2011,Los Angeles,286100
Mar-2011,Los Angeles,282170
Apr-2011,Los Angeles,290600
May-2011,Los Angeles,271540
Jun-2011,Los Angeles,301300
Jul-2011,Los Angeles,317060
Aug-2011,Los Angeles,312900
Sep-2011,Los Angeles,330610
Oct-2011,Los Angeles,307970
Nov-2011,Los Angeles,291260
Dec-2011,Los Angeles,306950
Jan-2012,Los Angeles,290900
Feb-2012,Los Angeles,272690
Mar-2012,Los Angeles,272920
Apr-2012,Los Angeles,286800
May-2012,Los Angeles,282930
Jun-2012,Los Angeles,315390
Jul-2012,Los Angeles,334190
Aug-2012,Los Angeles,344770
